split,scene,family,condition,degradation,true_siting,assumed_siting,method,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,lgcr_algo4,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,lgcr_algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,zimg_bilinear,0.003148071928357108,33.14299809952531,0.03305475524774963,0.0,0.5027359532318527,0.5027359532318527,0.1312448747436942,1.5673617651505427,0.04604703134724072,4.009121940249489e-08
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,zimg_bicubic,0.003052997237364149,33.51270384297923,0.031906355491498416,0.0,0.5026979204162645,0.5026979204162645,0.1231831017316665,1.230401407755527,0.04465636127584037,0.004285620012697542
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,zimg_lanczos3,0.003174580390877386,33.62154053083388,0.03228643178971695,3.1988227939499278e-09,0.502867999664066,0.502867999664066,0.11588664772646949,1.0649453425817226,0.04643119042295785,0.006661510804579372
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,zimg_spline36,0.0031249020253601135,33.61160047828272,0.031964787841605447,7.93997536502069e-09,0.5028084773316656,0.5028084773316656,0.11711159074537635,1.1061072419271987,0.045705788990571386,0.005773910318523468
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,jbu,0.0016151921103086508,37.47750345699818,0.016684120797435753,0.0,0.2557600337505886,0.2557600337505886,0.26947467579715495,0.22722687639708528,0.023625375902546302,5.233145895458403e-09
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,guided_filter,0.00013514542694139146,57.40690621114166,0.0013188289639878175,2.508126531860658e-09,0.02149796401438368,0.02149796401438368,0.01367558328269218,0.01413472608463695,0.001972237669092248,2.66092164175851e-09
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,wada_ejbf,0.0023546365278608945,36.023357832926344,0.02228023535532148,2.5122439616271074e-05,0.3611884157414346,0.3611884157414346,0.14547755514417463,0.7852469366668993,0.03369596933147737,0.0
dev,dev_00104_chevron_coedge,chevron,coedge,box,left,left,korhonen,0.0008545335039510677,40.5041676019208,0.00897260179148621,0.0,0.13727988636017924,0.13727988636017924,0.18765145894394414,0.12941992516803413,0.012499344743402963,4.692091828300839e-08
